text,info,date
"ou may plainly perceive the traitor through his mask; he is well known every-where in his true colors; his rolling eyes and his honeyed tones impose only on those who do not know him. People are aware that this low-bred fellow, who deserves to be pilloried, has, by the dirtiest jobs, made his way in the world; and that the splendid position he has acquired makes merit repine and virtue blush. Yet whatever dishonourable epithets may be launched against him everywhere, nobody defends his wretched honour. Call him a rogue, an infamous wretch, a confounded scoundrel if you like, all the world will say “yea, ” and no one contradicts you. But for all that, his bowing and scraping are welcome everywhere; he is received, smiled upon, and wriggles himself into all kinds of society; and, if any appointment is to be secured by intriguing, he will carry the day over a man of the greatest worth. Zounds! these are mortal stabs to me, to see vice parleyed with; and sometimes times I feel suddenly inclined to fly into a wilderness far from the approach of men",the misanthrope,1666
"Ye elves of hills, brooks, standing lakes and groves, And ye that on the sands with printless foot Do chase the ebbing Neptune and do fly him When he comes back; you demi-puppets that By moonshine do the green sour ringlets make, Whereof the ewe not bites, and you whose pastime Is to make midnight mushrooms, that rejoice To hear the solemn curfew; by whose aid, Weak masters though ye be, I have bedimm’d The noontide sun, call’d forth the mutinous winds, And ‘twixt the green sea and the azured vault Set roaring war: to the dread rattling thunder Have I given fire and rifted Jove’s stout oak With his own bolt; the strong-based promontory Have I made shake and by the spurs pluck’d up The pine and cedar: graves at my command Have waked their sleepers, oped, and let ‘em forth By my so potent art. But this rough magic I here abjure, and, when I have required Some heavenly music, which even now I do, To work mine end upon their senses that This airy charm is for, I’ll break my staff, Bury it certain fathoms in the earth, And deeper than did ever plummet sound I’ll drown my book",The tempest,1623
"Would Desdemona seriously incline: But still the house-affairs would draw her thence: Which ever as she could with haste dispatch, She'ld come again, and with a greedy ear Devour up my discourse: which I observing, Took once a pliant hour, and found good means To draw from her a prayer of earnest heart That I would all my pilgrimage dilate, Whereof by parcels she had something heard, But not intentively: I did consent, And often did beguile her of her tears, When I did speak of some distressful stroke That my youth suffer'd. My story being done, She gave me for my pains a world of sighs: She swore, in faith, twas strange, 'twas passing strange, 'Twas pitiful, 'twas wondrous pitiful: She wish'd she had not heard it, yet she wish'd That heaven had made her such a man: she thank'd me, And bade me, if I had a friend that loved her, I should but teach him how to tell my story. And that would woo her. Upon this hint I spake: She loved me for the dangers I had pass'd, And I loved her that she did pity them. This only is the witchcraft I have used: Here comes the lady; let her witness it",Othello,1622
"Hath told you Caesar was ambitious: If it were so, it was a grievous fault, And grievously hath Caesar answered it ... Here, under leave of Brutus and the rest, (For Brutus is an honourable man; So are they all; all honourable men) Come I to speak in Caesar's funeral ... He was my friend, faithful and just to me: But Brutus says he was ambitious; And Brutus is an honourable man…. He hath brought many captives home to Rome, Whose ransoms did the general coffers fill: Did this in Caesar seem ambitious? When that the poor have cried, Caesar hath wept: Ambition should be made of sterner stuff: Yet Brutus says he was ambitious; And Brutus is an honourable man. You all did see that on the Lupercal I thrice presented him a kingly crown, Which he did thrice refuse: was this ambition? Yet Brutus says he was ambitious; And, sure, he is an honourable man. I speak not to disprove what Brutus spoke, But here I am to speak what I do know. You all did love him once, not without cause: What cause withholds you then to mourn for him?",Julius Caesar,1599
"Come, you spirits That tend on mortal thoughts! Unsex me here, And fill me from the crown to the toe top full Of direst cruelty; make thick my blood, Stop up the access and passage to remorse, That no compunctious visitings of nature Shake my fell purpose, nor keep peace between The effect and it! Come to my woman’s breasts, And take my milk for gall, you murdering ministers, Wherever in your sightless substances You wait on nature’s mischief! Come, thick night, And pall thee in the dunnest smoke of hell, That my keen knife see not the wound it makes, Nor Heaven peep through the blanket of the dark, To cry ""Hold, hold!",madbeth,1623
"Come away, come away, Death, And in sad cypress let me be laid; Fly away, fly away, breath, I am slain by a fair cruel maid. My shroud of white stuck all with yew, O prepare it! My part of death no one so true did share it. Not a flower, not a flower sweet, On my black coffin let there be strewn: Not a friend, not a friend greet My poor corpse, where my bones shall be thrown. A thousand thousand sighs to save, lay me O where Sad true lover never find my grave, to weep there",twwlfth night,1623
"What franticke fit (quoth he) hath thus distraught Thee, foolish man, so rash a doome to give? What justice ever other judgement taught, But he should die, who merites not to live? None else to death this man despayring drive, But his owne guiltie mind deserving death. Is then unjust to each his due to give? Or let him die, that loatheth living breath? Or let him die at ease, that liveth here uneath?",The faeire queen,1590
"Who travels by the wearie wandring way, To come unto his wished home in haste, And meetes a flood, that doth his passage stay, Is not great grace to helpe him over past, Or free his feet, that in the myre sticke fast? Most envious man, that grieves at neighbours good, And fond, that joyest in the woe thou hast, Why wilt not let him passe, that long hath stood Upon the banke, yet wilt thy selfe not passe the flood",the faerie queen ,1590
"My love is like to ice, and I to fire; How comes it then that this her cold so great Is not dissolv'd through my so hot desire, But harder grows the more I her entreat? Or how comes it that my exceeding heat Is not delay’d by her heart-frozen cold; But that I burn much more in boiling sweat, And feel my flames augmented manifold! What more miraculous thing may be told, That fire, which all things melts, should harden ice; And ice, which is congeal’d with senseless cold, Should kindle fire by wonderful device! Such is the power of love in gentle mind, That it can alter all the course of kind",epithalamion,1595
"How can I live without thee, how forego Thy sweet converse, and love so dearly joined, To live again in these wild woods forlorn? Should God create another Eve, and I Another rib afford, yet loss of thee Would never from my heart; no, no, I feel The link of nature draw me: flesh of flesh, Bone of my bone thou art, and from thy state Mine never shall be parted, bliss or woe. However, I with thee have fixed my lot, Certain to undergo like doom; if death Consort with thee, death is to me as life; So forcible within my heart I feel The bond of nature draw me to my own, My own in thee, for what thou art is mine; Our state cannot be severed, we are one, One flesh; to lose thee were to lose myself.",paradise lost,1667
"Farewel happy Fields Where Joy for ever dwells: Hail horrours, hail Infernal world, and thou profoundest Hell Receive thy new Possessor: One who brings A mind not to be chang'd by Place or Time. The mind is its own place, and in it self Can make a Heav'n of Hell, a Hell of Heav'n. What matter where, if I be still the same, And what I should be, all but less then he Whom Thunder hath made greater? Here at least We shall be free; th' Almighty hath not built Here for his envy, will not drive us hence: Here we may reign secure, and in my choyce To reign is worth ambition though in Hell: Better to reign in Hell, then serve in Heav'n.",paradise lost,1667
"Sol thro' white curtains shot a tim'rous ray, And op'd those eyes that must eclipse the day; Now lap-dogs give themselves the rousing shake, And sleepless lovers, just at twelve, awake: Thrice rung the bell, the slipper knock'd the ground, And the press'd watch return'd a silver sound. Belinda still her downy pillow press'd, Her guardian sylph prolong'd the balmy rest: 'Twas he had summon'd to her silent bed The morning dream that hover'd o'er her head; A youth more glitt'ring than a birthnight beau, (That ev'n in slumber caus'd her cheek to glow) Seem'd to her ear his winning lips to lay, And thus in whispers said, or seem'd to say.",the rape of lock,1712
"When Jo's conservative sister Meg says she must turn up her hair now that she is a ""young lady,"" Jo shouts, ""I'm not! and if turning up my hair makes me one, I'll wear it in two tails till I'm twenty.... I hate to think I've got to grow up, and be Miss March, and wear long gowns, and look as prim as a China aster! It's bad enough to be a girl anyway, when I like boys' games and work and manners! I can't get over my disappointment in not being a boy; and it's worse than ever now, for I'm dying to go and fight with Papa, and I can only stay at home and knit, like a poky old woman.",littel women,1868
"There were six dolls to be taken up and dressed every morning, for Beth was a child still, and loved her pets as well as ever. Not one whole or handsome one among them; all were outcasts till Beth took them in; for, when her sisters outgrew these idols, they passed to her.... Beth cherished them all the more tenderly for that very reason, and set up a hospital for infirm dolls. No pins were ever stuck into their cotton vitals; no harsh words or blows were ever given them; no neglect ever saddened the heart of the most repulsive: but all were fed and clothed, nursed and caressed, with an affection which never failed",little women,1868
"W]e talk about the tyranny of words, but we like to tyrannise over them too; we are fond of having a large superfluous establishment of words to wait upon us on great occasions; we think it looks important, and sounds well. As we are not particular about the meaning of our liveries on state occassions, if they be but fine and numerous enough, so, the meaning or necessity of our words is a secondary consideration, if there be but a great parade of them. And as individuals get into trouble by making too great a show of liveries, or as slaves when they are too numerous rise against their masters, so I think I could mention a nation that has got into many great difficulties, and will get into many greater, from maintaining too large a retinue of words.",david copperfield,1849
"I feel as if it were not for me to record, even though this manuscript is intended for no eyes but mine, how hard I worked at that tremendous short-hand, and all improvement appertaining to it, in my sense of responsibility to Dora and her aunts. I will only add, to what I have already written of my perseverance at this time of my life, and of a patient and continuous energy which then began to be matured within me, and which I know to be the strong part of my character, if it have any strength at all, that there, on looking back, I find the source of my success. I have been very fortunate in worldly matters; many men have worked much harder, and not succeeded half so well; but I never could have done what I have done, without the habits of punctuality, order, and diligence, without the determination to concentrate myself on one object at a time, no matter how quickly its successor should come upon its heels, which I then formed. Heaven knows I write this, in no spirit of self-laudation. The man who reviews his own life, as I do mine, in going on here, from page to page, had need to have been a good man indeed, if he would be spared the sharp consciousness of many talents neglected, many opportunities wasted, many erratic and perverted feelings constantly at war within his breast, and defeating him. I do not hold one natural gift, I dare say, that I have not abused. ",david copperfield,1849
"Consider the subtleness of the sea; how its most dreaded creatures glide under water, unapparent for the most part, and treacherously hidden beneath the loveliest tints of azure. Consider also the devilish brilliance and beauty of many of its most remorseless tribes, as the dainty embellished shape of many species of sharks. Consider, once more, the universal cannibalism of the sea; all whose creatures prey upon each other, carrying on eternal war since the world began.",moby dick,1851
"To enjoy bodily warmth, some small part of you must be cold, for there is no quality in this world that is not what it is merely by contrast. Nothing exists in itself. If you flatter yourself that you are all over comfortable, and have been so a long time, then you cannot be said to be comfortable any more. For this reason a sleeping apartment should never be furnished with a fire, which is one of the luxurious discomforts of the rich. For the height of this sort of deliciousness is to have nothing but the blanket between you and your snugness and the cold of the outer air. Then there you lie like the one warm spark in the heart of an arctic crystal.",moby dick,1851
"There are many things from which I might have derived good, by which I have not profited, I dare say,' returned the nephew. 'Christmas among the rest. But I am sure I have always thought of Christmas time, when it has come round—apart from the veneration due to its sacred name and origin, if anything belonging to it can be apart from that—as a good time; a kind, forgiving, charitable, pleasant time; the only time I know of, in the long calendar of the year, when men and women seem by one consent to open their shut-up hearts freely, and to think of people below them as if they really were fellow-passengers to the grave, and not another race of creatures bound on other journeys. And therefore, uncle, though it has never put a scrap of gold or silver in my pocket, I believe that it has done me good, and will do me good; and I say, God bless it!",a christmas carol,1843
"There is a kind of sleep that steals upon us sometimes, which, while it holds the body prisoner, does not free the mind from a sense of things about it, and enable it to ramble at its pleasure. So far as an overpowering heaviness, a prostration of strength, and an utter inability to control our thoughts or power of motion, can be called sleep, this is it; and yet we have a consciousness of all that is going on about us; and if we dream at such a time, words which are really spoken, or sounds which really exist at the moment, accommodate themselves with surprising readiness to our visions, until reality and imagination become so strangely blended that it is afterwards almost a matter of impossibilty to separate the two. Nor is this, the most striking phenomenon, incidental to such a state. It is an undoubted fact, that although our senses of touch and sight be for the time dead, yet our sleeping thoughts, and the visionary scenes that pass before us, will be influenced, and materially influenced, by the mere silent presence of some external object: which may not have been near us when we closed our eyes: and of whose vicinity we have had no waking consciousness",oliver twist,1837
"It was no wonder that they thus questioned one another’s actual and bodily existence, and even doubted of their own. So strangely did they meet in the dim wood, that it was like the first encounter, in the world beyond the grave, of the two spirits who had been intimately connected in their former life, but now stood coldly shuddering, in mutual dread, as not yet familiar with their state, more wonted to the companionship of disembodied beings. Each a ghost, and awe-stricken at the other ghost! They were awe-stricken likewise at themselves; because the crisis flung back to them their consciousness, and revealed to each heart its history and experience, as life never does, except at such breathless epochs. The soul beheld its features in the mirror of the passing moment. It was with fear, and tremulously, and, as it were, by a slow, reluctant necessity, that Arthur Dimmesdale put forth his hand, chill as death, and touched the chill hand of Hester Prynne. The grasp, cold as it was, took away what was the dreariest in the interview. They now felt themselves, at last, inhabitants of the same sphere",the scarlett letter ,1850
"Washington, who, after uselessly admonishing the European      general of the danger into which he was heedlessly running,      saved the remnants of the British army, on this occasion, by      his decision and courage. The reputation earned by      Washington in this battle was the principal cause of his      being selected to command the American armies at a later      day. It is a circumstance worthy of observation, that while      all America rang with his well-merited reputation, his name      does not occur in any European account of the battle; at      least the author has searched for it without success. In      this manner does the mother country absorb even the fame,      under that system of rule",the last of the mohicans,1826
"Her antiquity in preceding and surviving succeeding tellurian generations: her nocturnal predominance: her satellitic dependence: her luminary reflection: her constancy under all her phases, rising and setting by her appointed times, waxing and waning: the forced invariability of her aspect: her indeterminate response to inaffirmative interrogation: her potency over effluent and refluent waters: her power to enamour, to mortify, to invest with beauty, to render insane, to incite to and aid delinquency: the tranquil inscrutability of her visage: the terribility of her isolated dominant resplendent propinquity: her omens of tempest and of calm: the stimulation of her light, her motion and her presence: the admonition of her craters, her arid seas, her silence: her splendour, when visible: her attraction, when invisible.",ulyses,1922
"A few light taps upon the pane made him turn to the window. It had begun to snow again. He watched sleepily the flakes, silver and dark, falling obliquely against the lamplight. The time had come for him to set out on his journey westward. Yes, the newspapers were right: snow was general all over Ireland. It was falling on every part of the dark central plain, on the treeless hills, falling softly upon the Bog of Allen and, farther westward, softly falling into the dark mutinous Shannon waves. It was falling, too, upon every part of the lonely churchyard on the hill where Michael Furey lay buried. It lay thickly drifted on the crooked crosses and headstones, on the spears of the little gate, on the barren thorns. His soul swooned slowly as he heard the snow falling faintly through the universe and faintly falling, like the descent of their last end, upon all the living and the dead.",dubliners,1914
"He smiled understandingly-much more than understandingly. It was one of those rare smiles with a quality of eternal reassurance in it, that you may come across four or five times in life. It faced--or seemed to face--the whole eternal world for an instant, and then concentrated on you with an irresistible prejudice in your favor. It understood you just as far as you wanted to be understood, believed in you as you would like to believe in yourself, and assured you that it had precisely the impression of you that, at your best, you hoped to convey",the great gatsby,1925
"There must have been moments even that afternoon when Daisy tumbled short of his dreams -- not through her own fault, but because of the colossal vitality of his illusion. It had gone beyond her, beyond everything. He had thrown himself into it with a creative passion, adding to it all the time, decking it out with every bright feather that drifted his way. No amount of fire or freshness can challenge what a man will store up in his ghostly heart.",the great gatsby,1925
"They were still in the happier stage of love. They were full of brave illusions about each other, tremendous illusions, so that the communion of self with self seemed to be on a plane where no other human relations mattered. They both seemed to have arrived there with an extraordinary innocence as though a series of pure accidents had driven them together, so many accidents that at last they were forced to conclude that they were for each other. They had arrived with clean hands, or so it seemed, after no traffic with the merely curious and clandestine",tender is the night,1934
"Else how can he keep up his tail perpendicular, Or spread out his whiskers, or cherish his pride? Of names of this kind, I can give you a quorum, Such as Munkustrap, Quaxo, or Coricopat, Such as Bombalurina, or else Jellylorum - Names that never belong to more than one cat. But above and beyond there's still one name left over, And that is the name that you never will guess; The name that no human research can discover - But THE CAT HIMSELF KNOWS, and will never confess. When you notice a cat in profound meditation, The reason, I tell you, is always the same: His mind is engaged in a rapt contemplation Of the thought, of the thought, of the thought of his name: His ineffable effable",the old possums book,1939
"Yet when we came back, from the hyacinth garden, Yours arms full, and your hair wet, I could not Speak, and my eyes failed, I was neither Living nor dead, and I knew nothing. Looking into the heart of light, the silence. Oed und leer das Meer ('waste and empty in the sea')"" ""I remember Those are pearls that were his eyes."" ""Who is the third who walks always beside you? When I count, there are only you and I together But when I look ahead, up the white road There is always another one walking beside you, Gliding wrapt in a brown mantle, hooded I do not know whether a man or a woman But who is that on the other side of you",the wasteland,1922
"You know, perhaps, how a remark of that sort can stay and rankle, and make you wish you could hear it again to make sure of it, because perhaps you didn't hear it aright, and it was a mistake after all. Perhaps no one said it, anyway. You ought to have written it down at the time. I have seen the Dean take down the encyclopaedia in the rectory, and move his finger slowly down the pages of the letter M, looking for mugwump. But it wasn't there. I have known him, in his little study upstairs, turn over the pages of the ""Animals of Palestine,"" looking for a mugwump. But there was none there. It must have been unknown in the greater days of Judea.",sunshine sketches,1912
"Women made such swell friends. Awfully swell. In the first place, you had to be in love with a woman to have a basis of friendship. I had been having Brett for a friend. I had not been thinking about her side of it. I had been getting something for nothing. That only delayed the presentation of the bill. The bill always came. That was one of the swell things you could count on. I thought I had paid for everything. Not like the woman pays and pays and pays. No idea of retribution or punishment. Just exchange of values. You gave up something and got something else. Or you worked for something. You paid some way for everything that was any good. I paid my way into enough things that I liked, so that I had a good time. Either you paid by learning about them, or by experience, or by taking chances, or by money. Enjoying living was learning to get your money’s worth. The world was a good place to buy in. It seemed like a fine philosophy. In five years, I though, it will seem just as silly as all the other fine philosophies I’ve had",the sun also rises,1926
"Once upon a time all the men of mind and genius in the world became of one belief--that is to say, of no belief. But it wearied them to think that within a few years after their death many cults and systems and prognostications would be ascribed to them which they had never meditated nor intended. So they said to one another: ""'Let's join together and make a great book that will last forever to mock the credulity of man. Let's persuade our more erotic poets to write about the delights of the flesh, and induce some of our robust journalists to contribute stories of famous amours. We'll include all the most preposterous old wives' tales now current. We'll choose the keenest satirist alive to compile a deity from all the deities worshipped by mankind, a deity who will be more magnificent than any of them, and yet so weakly human that he'll become a byword for laughter the world over--and we'll ascribe to him all sorts of jokes and vanities and rages, in which he'll be supposed to indulge for his own diversion, so that the people will read our book and ponder it, and there'll be no more nonsense in the world",the beautiful and damned,1922
"Daylight...In my mind, the night faded. It was daytime and the neighborhood was busy. Miss Stephenie Crawford crossed the street to tell the latest to Miss Rachel. Miss Maudie bent over the azaleas.
It was summertime, and two children scampered down the sidewalk toward a man approaching in the distance. The man waved, and the children raced each other to him. It was still summertime, and the children came closer. A boy trudged down the sidewalk dragging a fishingpole behind him. A man stood waiting with his hands on his hips. Summertime, and his children played in the front yeard with their friend, enacting a strange little drama of their own invention.
It was fall and his children fought ont he sidewalk in front of Mrs. Dubose's. The boy helped his sister to her feet and they made their way home. Fall, and his children trotted to and fro around the corner, the day's woe's and triymph's on their face. They stopped at an oak tree, delighted, puzzled apprehensive.",to kill a mockingbird,1960
"Falling in love, we said; I fell for him. We were falling women. We believed in it, this downward motion: so lovely, like flying, and yet at the same time so dire, so extreme, so unlikely. God is love, they once said, but we reversed that, and love, like heaven, was always just around the corner. The more difficult it was to love the particular man beside us, the more we believed in Love, abstract and total. We were waiting, always, for the incarnation. That word, made flesh. And sometimes it happened, for a time. That kind of love comes and goes and is hard to remember afterwards, like pain. You would look at the man one day and you would think, I loved you, and the tense would be past, and you would be filled with a sense of wonder, because it was such an amazing and precarious and dumb thing to have done; and you would know too why your friends had been evasive about it, at the time.",the handmaids tale,1985
"At the hill’s foot Frodo found Aragorn, standing still and silent as a tree; but in his hand was a small golden bloom of elanor, and a light was in his eyes. He was wrapped in some fair memory: and as Frodo looked at him he knew that he beheld things as they had been in this same place. For the grim years were removed from the face of Aragorn, and he seemed clothed in white, a young lord fall and fair; and he spoke words in the Elvish tongue to one whom Frodo could not see. Arwen vanimelda, namarie! He said, and then he drew a breath, and returning out of his thought he looked at Frodo and smiled. `Here is the heart of Elvendom on earth,’ he said, `and here my heart dwells ever, unless there be a light beyond the dark roads that we still must tread, you and I. Come with me!’ And taking Frodo’s hand in his, he left the hill of Cerin Amroth and came there never again as a living man",the fellowship of the right,1954
"The full moon, well risen in a cloudless eastern sky, covered the high solitude with its light. We are not conscious of daylight as that which displaces darkness. Daylight, even when the sun is clear of clouds, seems to us simply the natural condition of the earth and air. When we think of the downs, we think of the downs in daylight, as with think of a rabbit with its fur on. Stubbs may have envisaged the skeleton inside the horse, but most of us do not: and we do not usually envisage the downs without daylight, even though the light is not a part of the down itself as the hide is part of the horse itself. We take daylight for granted. But moonlight is another matter. It is inconstant. The full moon wanes and returns again. Clouds may obscure it to an extent to which they cannot obscure daylight. Water is necessary to us, but a waterfall is not. Where it is to be found it is something extra, a beautiful ornament. We need daylight and to that extent it us utilitarian, but moonlight we do not need. When it comes, it serves no necessity. It transforms. It falls upon the banks and the grass, separating one long blade from another; turning a drift of brown, frosted leaves from a single heap to innumerable flashing fragments; or glimmering lengthways along wet twigs as though light itself were ductile. ",watership down,1972
"I saw my life branching out before me like the green fig tree in the story. From the tip of every branch, like a fat purple fig, a wonderful future beckoned and winked. One fig was a husband and a happy home and children, and another fig was a famous poet and another fig was a brilliant professor, and another fig was Ee Gee, the amazing editor, and another fig was Europe and Africa and South America, and another fig was Constantin and Socrates and Attila and a pack of other lovers with queer names and offbeat professions, and another fig was an Olympic lady crew champion, and beyond and above these figs were many more figs I couldn't quite make out. I saw myself sitting in the crotch of this fig tree, starving to death, just because I couldn't make up my mind which of the figs I would choose. I wanted each and every one of them, but choosing one meant losing all the rest, and, as I sat there, unable to decide, the figs began to wrinkle and go black, and, one by one, they plopped to the ground at my feet.",the belljar,1963
"You are a man of extreme passion, a hungry man not quite sure where his appetite lies, a deeply frustrated man striving to project his individuality against a backdrop of rigid conformity. You exist in a half-world suspended between two superstructures, one self-expression and the other self-destruction. You are strong, but there is a flaw in your strength, and unless you learn to control it the flaw will prove stronger than your strength and defeat you. The flaw? Explosive emotional reaction out of all proportion to the occasion. Why? Why this unreasonable anger at the sight of others who are happy or content, this growing contempt for people and the desire to hurt them? All right, you think they're fools, you despise them because their morals, their happiness is the source of your frustration and resentment. But these are dreadful enemies you carry within yourself--in time destructive as bullets. Mercifully, a bullet kills its victim. This other bacteria, permitted to age, does not kill a man but leaves in its wake the hulk of a creature torn and twisted; there is still fire within his being but it is kept alive by casting upon it faggots of scorn and hate. He may successfully accumulate, but he does not accumulate success, for he is his own enemy and is kept from truly enjoying his achievements.",in cold blood,1965
"Here's the thing, say Shug. The thing I believe. God is inside you and inside everybody else. You come into the world with God. But only them that search for it inside find it. And sometimes it just manifest itself even if you not looking, or don't know what you looking for. Trouble do it for most folks, I think. Sorrow, lord. Feeling like shit. It? I ask. Yeah, It. God ain't a he or a she, but a It. But what do it look like? I ask. Don't look like nothing, she say. It ain't a picture show. It ain't something you can look at apart from anything else, including yourself. I believe God is everything, say Shug. Everything that is or ever was or ever will be. And when you cam feel that, and be happy to feel that, you've found it.",the colour purple,1982
"It would be nice to think that as I've got older times have changed, relationships have become more sophisticated, females less cruel, skins thicker, reactions sharper, instincts more developed. But there still seems to be an element of that evening in everything that happened to me since; all my other romantic stories seem to be a scrambled version of that first one. Of course, I have never had to take that long walk again, and my ears have not burned with quite the same fury, and I have never had to count the packs of cheap cigarettes in order to avoid mocking eyes and floods of tears... not really, not actually, not as such. It just feels that way, sometimes.",high fidelity,1995
"There are people who think contraception is immoral because the object of copulation is procreation. In a similar way there are people who think the only reason to read a book is to write a book; people should call up books from the dust and the dark and write thousands of words to be sent down to the dust and the dark which can be called up so that other people can send further thousands of words to join them in the dust and the dark. Sometimes a book can be called from the dust and the dark to produce a book which can be bought in shops, and perhaps it is interesting, but the people who buy it and read it because it is interesting are not serious people, if they were serious they would not care about the interest they would be writing thousands of words to consign to the dust and the dark. There are people who think death a fate worse than boredom.",the last samurai,2001
"If Peeta and I were both to die, or they thought we were....My fingers fumble with the pouch on my belt, freeing it. Peeta sees it and his hand clamps on my wrist. ""No, I won't let you."" ""Trust me,"" I whisper. He holds my gaze for a long moment then lets go. I loosen the top of the pouch and pour a few spoonfuls of berries into his palm. Then I fill my own. ""On the count of three?"" Peeta leans down and kisses me once, very gently. ""The count of three,"" he says. We stand, our backs pressed together, our empty hands locked tight. ""Hold them out. I want everyone to see,"" he says. I spread out my fingers, and the dark berries glisten in the sun. I give Peeta's hand one last squeeze as a signal, as a good-bye, and we begin counting. ""One."" Maybe I'm wrong. ""Two."" Maybe they don't care if we both die. ""Three!"" It's too late to change my mind. I lift my hand to my mouth taking one last look at the world. The berries have just passed my lips when the trumpets begin to blare. The frantic voice of Claudius Templesmith shouts above them. ""Stop! Stop! Ladies and gentlemen, I am pleased to present the victors of the 74th Hunger Games, Katniss Everdeen and Peeta Mellark! I give you - the tributes of District 12",hunger games,2008
"A breeze ruffled the neat hedges of Privet Drive, which lay silent and tidy under the inky sky, the very last place you would expect astonishing things to happen. Harry Potter rolled over inside his blankets without waking up. One small hand closed on the letter beside him and he slept on, not knowing he was special, not knowing he was famous, not knowing he would be woken in a few hours' time by Mrs. Dursley's scream as she opened the front door to put out the milk bottles, nor that he would spend the next few weeks being prodded and pinched by his cousin Dudley...He couldn't know that at this very moment, people meeting in secret all over the country were holding up their glasses and saying in hushed voices: ""To Harry Potter - the boy who lived!",harry potter,1997
